Price,Close,High,Low,Open,Volume
2010-12-16,8.902000427246090,8.914999961853030,8.751999855041500,8.779000282287600,82430000
2010-12-17,8.878999710083010,8.9375,8.85099983215332,8.920499801635740,90146000
2010-12-20,9.16450023651123,9.199000358581540,8.902000427246090,8.963500022888180,174706000
2010-12-21,9.237500190734860,9.282500267028810,9.130000114440920,9.194000244140630,102220000
2010-12-22,9.23799991607666,9.272500038146970,9.205499649047850,9.25,51562000
2010-12-23,9.129500389099120,9.24899959564209,9.094499588012700,9.217000007629400,67164000
2010-12-27,9.107000350952150,9.156999588012700,9.022500038146970,9.095000267028810,44988000
2010-12-28,9.054499626159670,9.138500213623050,9.052499771118160,9.104999542236330,39500000
2010-12-29,9.168499946594240,9.217499732971190,9.020500183105470,9.09000015258789,62402000
2010-12-30,9.137499809265140,9.227499961853030,9.137499809265140,9.196000099182130,39224000
2010-12-31,9.0,9.114999771118160,8.975500106811520,9.097999572753910,69038000
2011-01-03,9.211000442504880,9.300000190734860,9.060500144958500,9.068499565124510,106628000
2011-01-04,9.250499725341800,9.385000228881840,9.189000129699710,9.307499885559080,100636000
2011-01-05,9.371000289916990,9.3725004196167,9.203499794006350,9.204999923706060,68376000
2011-01-06,9.293000221252440,9.370499610900880,9.262499809265140,9.324999809265140,63594000
2011-01-07,9.274499893188480,9.422499656677250,9.187000274658200,9.394000053405760,104434000
2011-01-10,9.234000205993650,9.26449966430664,9.125499725341800,9.251999855041500,67518000
2011-01-11,9.217000007629400,9.300000190734860,9.160499572753910,9.270999908447270,56284000
2011-01-12,9.204000473022460,9.269000053405760,9.164999961853030,9.267999649047850,53582000
2011-01-13,9.27649974822998,9.322500228881840,9.17549991607666,9.180000305175780,67340000
2011-01-14,9.4375,9.446999549865720,9.246000289916990,9.274999618530270,73256000
2011-01-18,9.5625,9.579999923706060,9.412500381469730,9.432999610900880,77924000
2011-01-19,9.343500137329100,9.550000190734860,9.310500144958500,9.545000076293950,77648000
2011-01-20,9.097999572753910,9.342499732971190,9.050000190734860,9.26449966430664,114198000
2011-01-21,8.871000289916990,9.162500381469730,8.842000007629400,9.149999618530270,136124000
2011-01-24,8.842499732971190,8.924500465393070,8.707500457763670,8.897500038146970,112006000
2011-01-25,8.835000038146970,8.837499618530270,8.71399974822998,8.774999618530270,93020000
2011-01-26,8.769499778747560,8.894499778747560,8.731499671936040,8.875499725341800,75244000
2011-01-27,9.22249984741211,9.25,8.865500450134280,8.87399959564209,291888000
2011-01-28,8.557000160217290,8.685500144958500,8.345000267028810,8.572500228881840,398164000
2011-01-31,8.482000350952150,8.571999549865720,8.370499610900880,8.508000373840330,134362000
2011-02-01,8.605500221252440,8.654999732971190,8.475500106811520,8.526000022888180,101718000
2011-02-02,8.67650032043457,8.760000228881840,8.543499946594240,8.571000099182130,90950000
2011-02-03,8.685500144958500,8.733499526977540,8.59749984741211,8.675000190734860,73578000
2011-02-04,8.796500205993650,8.85949993133545,8.6875,8.699999809265140,86956000
2011-02-07,8.821499824523930,8.8774995803833,8.738499641418460,8.807499885559080,105094000
2011-02-08,9.152999877929690,9.155500411987310,8.829500198364260,8.833000183105470,155898000
2011-02-09,9.265000343322750,9.32349967956543,9.11299991607666,9.157500267028810,166254000
2011-02-10,9.310500144958500,9.362000465393070,9.180000305175780,9.219499588012700,106628000
2011-02-11,9.462499618530270,9.475000381469730,9.268500328063970,9.277999877929690,89758000
2011-02-14,9.520999908447270,9.569999694824220,9.417499542236330,9.462499618530270,81226000
2011-02-15,9.451499938964840,9.524499893188480,9.412500381469730,9.43649959564209,77818000
2011-02-16,9.331000328063970,9.5,9.317500114440920,9.488499641418460,92564000
2011-02-17,9.387999534606930,9.454500198364260,9.26550006866455,9.28849983215332,68510000
2011-02-18,9.324999809265140,9.425000190734860,9.256500244140630,9.376999855041500,83572000
2011-02-22,9.020999908447270,9.236000061035160,8.965999603271480,9.184000015258790,112742000
2011-02-23,8.833999633789060,9.057499885559080,8.719499588012700,9.012499809265140,109640000
2011-02-24,8.887499809265140,8.987500190734860,8.727999687194820,8.843000411987310,93130000
2011-02-25,8.862000465393070,9.037500381469730,8.854999542236330,8.947500228881840,83828000
2011-02-28,8.66450023651123,8.794500350952150,8.607500076293950,8.695500373840330,135664000
2011-03-01,8.472000122070310,8.697999954223630,8.433500289916990,8.67650032043457,116942000
2011-03-02,8.60099983215332,8.664999961853030,8.417499542236330,8.454500198364260,103714000
2011-03-03,8.63949966430664,8.722999572753910,8.602499961853030,8.685500144958500,82764000
2011-03-04,8.583499908447270,8.637499809265140,8.475500106811520,8.630999565124510,98486000
2011-03-07,8.454000473022460,8.604499816894530,8.312000274658200,8.595999717712400,118658000
2011-03-08,8.344499588012700,8.48550033569336,8.336000442504880,8.469499588012700,84380000
2011-03-09,8.452500343322750,8.487500190734860,8.194999694824220,8.333499908447270,142178000
2011-03-10,8.307000160217290,8.423500061035160,8.241000175476070,8.353500366210940,119968000
2011-03-11,8.403499603271480,8.460000038146970,8.206000328063970,8.274999618530270,92198000
2011-03-14,8.33650016784668,8.404000282287600,8.228500366210940,8.329999923706060,80440000
2011-03-15,8.253999710083010,8.343999862670900,8.038000106811520,8.069499969482420,98690000
2011-03-16,8.234999656677250,8.406999588012700,8.143500328063970,8.234999656677250,104162000
2011-03-17,8.048500061035160,8.3149995803833,8.038999557495120,8.295499801635740,129428000
2011-03-18,8.090999603271480,8.177000045776370,8.029500007629400,8.059499740600590,148854000
2011-03-21,8.22599983215332,8.28950023651123,8.086000442504880,8.168499946594240,81102000
2011-03-22,8.130000114440920,8.222000122070310,8.112500190734860,8.203499794006350,72228000
2011-03-23,8.265999794006350,8.312999725341800,8.041000366210940,8.114999771118160,94426000
2011-03-24,8.555000305175780,8.600000381469730,8.368000030517580,8.410499572753910,125664000
2011-03-25,8.548999786376950,8.674500465393070,8.515000343322750,8.581999778747560,85876000
2011-03-28,8.467499732971190,8.625,8.462499618530270,8.59000015258789,68016000
2011-03-29,8.730999946594240,8.741999626159670,8.503499984741210,8.536499977111820,97692000
2011-03-30,8.970999717712400,9.057999610900880,8.883000373840330,8.888999938964840,137186000
2011-03-31,9.006500244140630,9.078499794006350,8.925000190734860,8.965499877929690,96530000
2011-04-01,9.006500244140630,9.162500381469730,8.929499626159670,9.079000473022460,113682000
2011-04-04,9.147000312805180,9.180500030517580,9.034500122070310,9.044500350952150,83728000
2011-04-05,9.26449966430664,9.317999839782720,9.09000015258789,9.104999542236330,111384000
2011-04-06,9.137999534606930,9.41349983215332,9.055999755859380,9.307499885559080,108614000
2011-04-07,9.245499610900880,9.258500099182130,9.088000297546390,9.138999938964840,91280000
2011-04-08,9.23550033569336,9.310999870300290,9.138999938964840,9.262999534606930,74528000
2011-04-11,9.20199966430664,9.32450008392334,9.092499732971190,9.243000030517580,65942000
2011-04-12,9.02400016784668,9.229499816894530,8.970999717712400,9.152999877929690,106690000
2011-04-13,9.114500045776370,9.144000053405760,8.989999771118160,9.041500091552730,84326000
2011-04-14,9.090999603271480,9.104000091552730,8.968000411987310,9.069499969482420,71764000
2011-04-15,9.000499725341800,9.08899974822998,8.951000213623050,9.050000190734860,85448000
2011-04-18,8.916999816894530,8.945500373840330,8.768500328063970,8.918999671936040,92330000
2011-04-19,8.940999984741210,8.97350025177002,8.829999923706060,8.917499542236330,52920000
2011-04-20,9.193499565124510,9.25,9.079500198364260,9.081000328063970,81350000
2011-04-21,9.294500350952150,9.298500061035160,9.15250015258789,9.227999687194820,66962000
2011-04-25,9.270999908447270,9.317500114440920,9.18850040435791,9.282500267028810,68762000
2011-04-26,9.114999771118160,9.321000099182130,9.036999702453610,9.31350040435791,224000000
2011-04-27,9.831500053405760,9.890000343322750,9.137499809265140,9.15999984741211,472460000
2011-04-28,9.753499984741210,9.839500427246090,9.613499641418460,9.79800033569336,146000000
2011-04-29,9.790499687194820,9.829500198364260,9.689000129699710,9.718999862670900,132818000
2011-05-02,10.059499740600600,10.170999526977500,9.809000015258790,9.828499794006350,187962000
2011-05-03,9.922499656677250,10.129500389099100,9.834500312805180,10.050000190734900,122000000
2011-05-04,9.998499870300290,10.093000411987300,9.768500328063970,9.912500381469730,131000000
2011-05-05,9.855500221252440,10.050000190734900,9.805999755859380,9.932999610900880,92000000
2011-05-06,9.880000114440920,9.977999687194820,9.82800006866455,9.954999923706060,80278000
2011-05-09,10.039999961853000,10.118000030517600,9.83899974822998,9.916999816894530,116508000
2011-05-10,10.196999549865700,10.26449966430660,10.07800006866460,10.097000122070300,117718000
2011-05-11,10.218999862670900,10.274999618530300,10.112500190734900,10.156000137329100,96180000
2011-05-12,10.303500175476100,10.309499740600600,10.031000137329100,10.211000442504900,96000000
2011-05-13,10.128000259399400,10.319499969482400,10.118000030517600,10.28499984741210,82474000
2011-05-16,9.625499725341800,10.045000076293900,9.568499565124510,10.027000427246100,187728000
2011-05-17,9.740500450134280,9.798999786376950,9.588000297546390,9.590999603271480,141466000
2011-05-18,9.854499816894530,9.913999557495120,9.662500381469730,9.706500053405760,99116000
2011-05-19,9.9399995803833,9.9975004196167,9.8774995803833,9.916500091552730,74024000
2011-05-20,9.932499885559080,9.989999771118160,9.862000465393070,9.897500038146970,67620000
2011-05-23,9.810999870300290,9.864500045776370,9.60099983215332,9.777999877929690,84000000
2011-05-24,9.66349983215332,9.850000381469730,9.649999618530270,9.850000381469730,59454000
2011-05-25,9.61299991607666,9.717499732971190,9.557000160217290,9.678500175476070,93226000
2011-05-26,9.75,9.822500228881840,9.543999671936040,9.562000274658200,81504000
2011-05-27,9.706500053405760,9.805999755859380,9.675000190734860,9.73799991607666,47052000
2011-05-31,9.834500312805180,9.92199993133545,9.751500129699710,9.79699993133545,68180000
2011-06-01,9.619999885559080,9.86299991607666,9.602499961853030,9.803000450134280,68904000
2011-06-02,9.682499885559080,9.722000122070310,9.527999877929690,9.61400032043457,60898000
2011-06-03,9.416000366210940,9.660499572753910,9.380999565124510,9.56149959564209,99490000
2011-06-06,9.284500122070310,9.492500305175780,9.258999824523930,9.400500297546390,74320000
2011-06-07,9.3774995803833,9.531499862670900,9.276000022888180,9.28600025177002,97330000
2011-06-08,9.40250015258789,9.490500450134280,9.315999984741210,9.3725004196167,74332000
2011-06-09,9.484000205993650,9.588000297546390,9.285499572753910,9.487000465393070,83746000
2011-06-10,9.326499938964840,9.53849983215332,9.314000129699710,9.462499618530270,75208000
2011-06-13,9.314499855041500,9.465499877929690,9.243000030517580,9.340499877929690,77378000
2011-06-14,9.498000144958500,9.53600025177002,9.353500366210940,9.44950008392334,79206000
2011-06-15,9.298999786376950,9.6225004196167,9.265000343322750,9.402000427246090,126354000
2011-06-16,9.182499885559080,9.350000381469730,9.079500198364260,9.286999702453610,120642000
2011-06-17,9.318499565124510,9.369500160217290,9.232000350952150,9.325499534606930,126444000
2011-06-20,9.38599967956543,9.442500114440920,9.278499603271480,9.29800033569336,56634000
2011-06-21,9.71150016784668,9.75,9.355999946594240,9.414999961853030,83652000
2011-06-22,9.581500053405760,9.760000228881840,9.565999984741210,9.697999954223630,62594000
2011-06-23,9.708000183105470,9.722999572753910,9.414999961853030,9.475000381469730,92192000
2011-06-24,9.6274995803833,9.746000289916990,9.567500114440920,9.694000244140630,72290000
2011-06-27,10.0625,10.128999710083000,9.701499938964840,9.725000381469730,122014000
2011-06-28,10.117500305175800,10.144000053405800,10.029999732971200,10.095999717712400,76506000
2011-06-29,10.208999633789100,10.3125,10.05150032043460,10.133500099182100,92178000
2011-06-30,10.224499702453600,10.260000228881800,10.024999618530300,10.038999557495100,88962000
2011-07-01,10.474499702453600,10.513500213623000,10.180500030517600,10.27750015258790,80174000
2011-07-05,10.659500122070300,10.72249984741210,10.43649959564210,10.437999725341800,71704000
2011-07-06,10.709500312805200,10.720000267028800,10.55049991607670,10.605999946594200,52152000
2011-07-07,10.836999893188500,10.890000343322800,10.754500389099100,10.754500389099100,62898000
2011-07-08,10.913999557495100,10.916000366210900,10.662500381469700,10.71500015258790,74158000
2011-07-11,10.6274995803833,10.875,10.550000190734900,10.836999893188500,80674000
2011-07-12,10.56149959564210,10.782500267028800,10.555999755859400,10.732000350952100,79714000
2011-07-13,10.675000190734900,10.841500282287600,10.607000350952100,10.734999656677200,84598000
2011-07-14,10.519000053405800,10.795499801635700,10.468999862670900,10.678999900817900,78050000
2011-07-15,10.643500328064000,10.726499557495100,10.464500427246100,10.654000282287600,81452000
2011-07-18,10.576499938964800,10.669500350952100,10.41450023651120,10.626500129699700,57962000
2011-07-19,10.902999877929700,10.920000076293900,10.68850040435790,10.68850040435790,88744000
2011-07-20,10.77750015258790,11.010000228881800,10.720499992370600,11.0024995803833,67458000
2011-07-21,10.660499572753900,10.854499816894500,10.553500175476100,10.836999893188500,90906000
2011-07-22,10.826000213623000,10.897500038147000,10.555500030517600,10.692999839782700,71834000
2011-07-25,10.674500465393100,10.803999900817900,10.649999618530300,10.774499893188500,66856000
2011-07-26,10.708999633789100,10.779999732971200,10.517499923706100,10.749500274658200,197272000
2011-07-27,11.12600040435790,11.359999656677200,10.980999946594200,11.219499588012700,259112000
2011-07-28,11.194999694824200,11.297499656677200,11.011500358581500,11.16349983215330,107098000
2011-07-29,11.12600040435790,11.287500381469700,10.975500106811500,11.064499855041500,103354000
2011-08-01,11.065999984741200,11.3725004196167,10.883000373840300,11.25,115786000
2011-08-02,10.585000038147000,11.121500015258800,10.5649995803833,11.015999794006300,131734000
2011-08-03,10.498000144958500,10.741499900817900,10.277000427246100,10.648500442504900,163942000
2011-08-04,10.074000358581500,10.399999618530300,10.072500228881800,10.33650016784670,131590000
2011-08-05,10.135000228881800,10.366000175476100,9.741999626159670,10.233499526977500,200480000
2011-08-08,9.6850004196167,10.019499778747600,9.5024995803833,9.819999694824220,208550000
2011-08-09,10.254500389099100,10.254500389099100,9.52299976348877,9.835000038146970,209824000
2011-08-10,9.706500053405760,10.119999885559100,9.680000305175780,10.038000106811500,175152000
2011-08-11,9.918000221252440,10.042499542236300,9.567999839782720,9.850500106811520,148038000
2011-08-12,10.114999771118200,10.227999687194800,9.86050033569336,10.013999938964800,112408000
2011-08-15,10.147500038147000,10.263999938964800,9.916000366210940,10.102999687194800,95718000
2011-08-16,9.883999824523930,10.069499969482400,9.737500190734860,10.057000160217300,104118000
2011-08-17,9.796500205993650,9.979999542236330,9.687000274658200,9.92650032043457,79822000
2011-08-18,9.12600040435791,9.567000389099120,8.986000061035160,9.560500144958500,165504000
2011-08-19,8.946499824523930,9.5,8.8774995803833,9.01449966430664,144884000
2011-08-22,8.876999855041500,9.210000038146970,8.854999542236330,9.141500473022460,106274000
2011-08-23,9.677499771118160,9.741999626159670,8.925999641418460,8.946000099182130,147032000
2011-08-24,9.68649959564209,9.815500259399410,9.508500099182130,9.694499969482420,124974000
2011-08-25,9.601499557495120,9.849499702453610,9.553500175476070,9.720499992370610,75216000
2011-08-26,9.963500022888180,9.986000061035160,9.479999542236330,9.562000274658200,106214000
2011-08-29,10.326499938964800,10.333499908447300,10.1274995803833,10.140999794006300,90220000
2011-08-30,10.545999526977500,10.624500274658200,10.215999603271500,10.288999557495100,118314000
2011-08-31,10.761500358581500,10.808500289917000,10.567500114440900,10.613499641418500,148100000
2011-09-01,10.626999855041500,10.881999969482400,10.581000328064000,10.763999938964800,105506000
2011-09-02,10.5,10.534500122070300,10.350000381469700,10.446999549865700,84640000
2011-09-06,10.809000015258800,10.829999923706100,10.22350025177000,10.238499641418500,124324000
2011-09-07,10.994999885559100,11.009499549865700,10.711000442504900,10.9399995803833,105916000
2011-09-08,10.86299991607670,11.031999588012700,10.817000389099100,10.914999961853000,87958000
2011-09-09,10.569499969482400,10.847999572753900,10.487500190734900,10.7524995803833,91486000
2011-09-12,10.82800006866460,10.833000183105500,10.432499885559100,10.4375,106842000
2011-09-13,10.976499557495100,10.9975004196167,10.750499725341800,10.88949966430660,96718000
2011-09-14,11.128499984741200,11.249500274658200,10.836000442504900,11.01099967956540,117634000
2011-09-15,11.33899974823000,11.359999656677200,11.0625,11.19950008392330,112176000
2011-09-16,11.96500015258790,12.022000312805200,11.336999893188500,11.378499984741200,235060000
2011-09-19,12.084500312805200,12.199999809265100,11.644000053405800,11.855500221252400,164466000
2011-09-20,11.662500381469700,12.052499771118200,11.55150032043460,12.039999961853000,147710000
2011-09-21,11.593500137329100,12.026000022888200,11.590499877929700,11.725500106811500,117630000
2011-09-22,11.161499977111800,11.439499855041500,10.949999809265100,11.236000061035200,165092000
2011-09-23,11.180500030517600,11.224499702453600,10.95300006866460,11.025500297546400,129362000
2011-09-26,11.492500305175800,11.51200008392330,11.069999694824200,11.37399959564210,115882000
2011-09-27,11.21049976348880,11.737500190734900,11.119999885559100,11.711000442504900,156750000
2011-09-28,11.48550033569340,11.790499687194800,11.279999732971200,11.317500114440900,288738000
2011-09-29,11.121999740600600,11.71500015258790,10.814499855041500,11.708499908447300,187570000
2011-09-30,10.81149959564210,11.149999618530300,10.760499954223600,10.909500122070300,131006000
2011-10-03,10.598999977111800,11.079999923706100,10.569499969482400,10.850500106811500,132488000
2011-10-04,10.625,10.75,10.021499633789100,10.480999946594200,174232000
2011-10-05,10.975000381469700,11.008500099182100,10.423999786377000,10.626500129699700,130164000
2011-10-06,11.075499534606900,11.180999755859400,10.8774995803833,11.013999938964800,136986000
2011-10-07,11.237000465393100,11.395000457763700,10.920499801635700,11.12399959564210,135686000
2011-10-10,11.565999984741200,11.640000343322800,11.204999923706100,11.31149959564210,102862000
2011-10-11,11.77400016784670,11.837499618530300,11.449999809265100,11.529999732971200,100074000
2011-10-12,11.840499877929700,12.092000007629400,11.716500282287600,11.831999778747600,130216000
2011-10-13,11.807499885559100,11.984000205993700,11.761500358581500,11.850000381469700,96670000
2011-10-14,12.33549976348880,12.33549976348880,12.008999824523900,12.043499946594200,118474000
2011-10-17,12.116499900817900,12.33549976348880,12.033499717712400,12.214500427246100,95580000
2011-10-18,12.194000244140600,12.230500221252400,11.831000328064000,12.115500450134300,92194000
2011-10-19,11.576499938964800,12.166500091552700,11.462499618530300,12.033499717712400,134302000
2011-10-20,11.680500030517600,11.737000465393100,11.489999771118200,11.606499671936000,90498000
2011-10-21,11.73900032043460,11.850000381469700,11.529999732971200,11.845499992370600,91450000
2011-10-24,11.880499839782700,12.023500442504900,11.699999809265100,11.800999641418500,99516000
2011-10-25,11.357500076293900,11.950499534606900,11.294500350952100,11.929499626159700,280252000
2011-10-26,9.920000076293950,10.378999710083000,9.825499534606930,10.184499740600600,482684000
2011-10-27,10.33899974823000,10.430000305175800,10.055000305175800,10.213000297546400,215486000
2011-10-28,10.866000175476100,10.920000076293900,10.287500381469700,10.326499938964800,197608000
2011-10-31,10.67549991607670,10.944499969482400,10.652000427246100,10.78950023651120,146866000
2011-11-01,10.604999542236300,10.810500144958500,10.371500015258800,10.405500411987300,170236000
2011-11-02,10.781000137329100,10.839500427246100,10.63599967956540,10.77750015258790,122440000
2011-11-03,10.91450023651120,10.925000190734900,10.651000022888200,10.8149995803833,106300000
2011-11-04,10.824000358581500,10.911499977111800,10.716500282287600,10.882499694824200,81316000
2011-11-07,10.850000381469700,11.010000228881800,10.699999809265100,10.842000007629400,77200000
2011-11-08,10.899499893188500,10.967499732971200,10.760499954223600,10.960000038147000,78290000
2011-11-09,10.560999870300300,10.78499984741210,10.529999732971200,10.7475004196167,93612000
2011-11-10,10.53950023651120,10.70300006866460,10.404999732971200,10.675000190734900,100892000
2011-11-11,10.869500160217300,10.894000053405800,10.51550006866460,10.62600040435790,103262000
2011-11-14,10.946499824523900,11.117500305175800,10.712499618530300,10.782500267028800,130444000
2011-11-15,10.891500473022500,11.016500473022500,10.713000297546400,10.899999618530300,114780000
2011-11-16,10.599499702453600,10.84850025177000,10.56149959564210,10.81350040435790,110188000
2011-11-17,10.22599983215330,10.645000457763700,10.104999542236300,10.625499725341800,159662000
2011-11-18,9.857000350952150,10.267000198364300,9.855500221252440,10.266500473022500,168750000
2011-11-21,9.462499618530270,9.668000221252440,9.2524995803833,9.66450023651123,226424000
2011-11-22,9.616999626159670,9.70199966430664,9.178999900817870,9.34749984741211,198312000
2011-11-23,9.44950008392334,9.729999542236330,9.394499778747560,9.652999877929690,160226000
2011-11-25,9.119999885559080,9.541500091552730,9.075499534606930,9.520500183105470,99440000
2011-11-28,9.707500457763670,9.730999946594240,9.527000427246090,9.582500457763670,144146000
2011-11-29,9.419500350952150,9.774999618530270,9.364999771118160,9.73900032043457,131502000
2011-11-30,9.614500045776370,9.765000343322750,9.4375,9.73799991607666,154340000
2011-12-01,9.856499671936040,9.903499603271480,9.579500198364260,9.592499732971190,146554000
2011-12-02,9.80150032043457,9.982999801635740,9.758999824523930,9.853500366210940,150524000
2011-12-05,9.812000274658200,9.949999809265140,9.683500289916990,9.942999839782720,118442000
2011-12-06,9.599499702453610,9.916000366210940,9.505499839782720,9.798999786376950,104040000
2011-12-07,9.765999794006350,9.83549976348877,9.456000328063970,9.55150032043457,128546000
2011-12-08,9.52400016784668,9.794500350952150,9.503999710083010,9.678500175476070,87222000
2011-12-09,9.65149974822998,9.697500228881840,9.420000076293950,9.560500144958500,103176000
2011-12-12,9.47599983215332,9.557499885559080,9.381500244140630,9.501500129699710,86864000
2011-12-13,9.025500297546390,9.484000205993650,8.925000190734860,9.428000450134280,185946000
2011-12-14,9.010499954223630,9.037500381469730,8.512499809265140,8.949999809265140,232284000
2011-12-15,9.062999725341800,9.239999771118160,8.976499557495120,9.102499961853030,145198000
2011-12-16,9.062999725341800,9.220499992370610,9.01550006866455,9.121000289916990,133282000
2011-12-19,8.966500282287600,9.158499717712400,8.949999809265140,9.100000381469730,90672000
2011-12-20,9.12600040435791,9.158499717712400,9.027000427246090,9.134499549865720,92002000
2011-12-21,8.717499732971190,9.175000190734860,8.624500274658200,9.095999717712400,161334000
2011-12-22,8.951499938964840,8.983499526977540,8.71049976348877,8.754500389099120,93898000
2011-12-23,8.86400032043457,8.984000205993650,8.779999732971190,8.961000442504880,69930000
2011-12-27,8.81350040435791,8.929499626159670,8.807999610900880,8.886500358581540,59018000
2011-12-28,8.694499969482420,8.832500457763670,8.61400032043457,8.819499969482420,73190000
2011-12-29,8.692999839782720,8.727499961853030,8.34850025177002,8.480999946594240,164186000
2011-12-30,8.654999732971190,8.758500099182130,8.624500274658200,8.668000221252440,85596000
2012-01-03,8.951499938964840,8.973999977111820,8.77750015258789,8.794500350952150,102216000
2012-01-04,8.875499725341800,9.024999618530270,8.803500175476070,8.96049976348877,84104000
2012-01-05,8.880499839782720,8.912500381469730,8.702500343322750,8.79699993133545,76182000
2012-01-06,9.130499839782720,9.232500076293950,8.875,8.903499603271480,140168000
2012-01-09,8.928000450134280,9.218500137329100,8.850000381469730,9.137999534606930,101138000
2012-01-10,8.967000007629400,9.119999885559080,8.854999542236330,9.055000305175780,79716000
2012-01-11,8.944999694824220,9.03849983215332,8.909500122070310,8.982000350952150,62054000
2012-01-12,8.796500205993650,8.974499702453610,8.787500381469730,8.970999717712400,107716000
2012-01-13,8.920999526977540,8.9399995803833,8.675000190734860,8.790499687194820,95070000
2012-01-17,9.083000183105470,9.164999961853030,8.92549991607666,9.007499694824220,112890000
2012-01-18,9.472000122070310,9.512499809265140,9.055999755859380,9.097000122070310,149470000
2012-01-19,9.72249984741211,9.79699993133545,9.517999649047850,9.543999671936040,141920000
2012-01-20,9.546500205993650,9.645000457763670,9.45199966430664,9.535499572753910,112206000
2012-01-23,9.304499626159670,9.58650016784668,9.261500358581540,9.53950023651123,91706000
2012-01-24,9.350000381469730,9.420499801635740,9.190999984741210,9.25,93476000
2012-01-25,9.390000343322750,9.408499717712400,9.230500221252440,9.349499702453610,86128000
2012-01-26,9.666000366210940,9.742500305175780,9.43649959564209,9.46500015258789,117472000
2012-01-27,9.768500328063970,9.824999809265140,9.616499900817870,9.654500007629400,93180000
2012-01-30,9.607500076293950,9.75,9.506500244140630,9.684000015258790,108482000
2012-01-31,9.722000122070310,9.781499862670900,9.484999656677250,9.699999809265140,255444000
2012-02-01,8.972999572753910,8.9975004196167,8.600000381469730,8.690500259399410,426732000
2012-02-02,9.086000442504880,9.097000122070310,8.84000015258789,8.982500076293950,174726000
2012-02-03,9.383999824523930,9.395000457763670,9.094499588012700,9.141500473022460,162410000
2012-02-06,9.156999588012700,9.32800006866455,9.145999908447270,9.314000129699710,106200000
2012-02-07,9.209500312805180,9.246999740600590,9.102999687194820,9.132499694824220,102078000
2012-02-08,9.27400016784668,9.32450008392334,9.145500183105470,9.2475004196167,109532000
